artist	some artists create art from old junk, things they have found on the beach or even at dumps.
artist	some artists create art to make a living, but others create art to make a difference.
artist	some artists create family portraits.
artist	some artists create giant bubbles or tubes , often enveloping objects or even humans .
artist	some artists create giant bubbles or tubes, often enveloping objects or even humans.
artist	some artists create on canvas.
artist	some artists create paintings.
artist	some artists create portraits.
artist	some artists devote their lifetime to monotypes as a means of expression.
artist	some artists have careers that involve a close working relationship with a commercial gallery.
artist	some artists keep sketchbooks.
artist	some artists like to paint on board rather than canvas .
artist	some artists like to paint on board rather than canvas.
artist	some artists like to paint paintings in mostly one color.
artist	some artists like to use public places as their canvases.
artist	some artists love animals.
artist	some artists love to work in tones of black and gray, others have a wonderful sense of color.
artist	some artists mirror the time in which they live.
artist	some artists paint brushes have very long handles.
artist	some artists paint from photographs of places they've been.
artist	some artists paint pictures.
artist	some artists prefer acrylic to natural oils since it dries quickly.
artist	some artists take landscape photographs specifically for their paintings.
artist	some artists teach art classes or give private art lessons.
artist	some artists teach at the elementary or high school level.
artist	some artists teach in elementary schools or colleges and universities.
artist	some artists tend to follow classical traditions and forms in their modern interpretations.
artist	some artists think that art is direct political action.
artist	some artists use atomizers to mist the palette during their painting process.
artist	some artists use geometric figures in their art.
artist	some artists use it as an adhesive for laying beards and mustaches.
artist	some artists use technology as part of their works.
artist	some artists work in paints or clays, emous in flavors.
artist	some artists work with clay or paint, some with words or music.
assistant	an assistant is a worker
assistant	assistant isa worker.
assistant	assistants are capable of hand tools.
assistant	assistants are doctors who tend to work regularly for a practice full or part time.
assistant	assistants are trained on jobs.
assistant	assistants are workers.
assistant	assistants can do duties.
assistant	assistants can do routine duties.
assistant	assistants do tasks.
assistant	assistants explain complex issues.
assistant	assistants explain complex medical issues.
assistant	assistants explain issues.
assistant	assistants follow instruction.
assistant	assistants follow rules.
assistant	assistants follow specific rules.
assistant	assistants gather information.
assistant	assistants have (part) arms.
assistant	assistants have (part) body substances.
assistant	assistants have (part) cell membranes.
assistant	assistants have (part) cells.
assistant	assistants have (part) corpi.
assistant	assistants have (part) cytoplasm.
assistant	assistants have (part) heads.
assistant	assistants have (part) human bodies.
assistant	assistants have (part) legs.
assistant	assistants have (part) material bodies.
assistant	assistants have (part) necks.
assistant	assistants have (part) nuclei.
assistant	assistants have (part) personality.
assistant	assistants have (part) plasma membranes.
assistant	assistants have (part) sections.
assistant	assistants have (part) vacuoles.
assistant	assistants have ability.
assistant	assistants have duties.
assistant	assistants have flexibility.
assistant	assistants have strong ability.
assistant	assistants interview people.
assistant	assistants learn duties.
assistant	assistants learn occupations.
assistant	assistants leave teams.
assistant	assistants make contributions.
assistant	assistants need masters.
assistant	assistants perform necessary tasks.
assistant	assistants perform services.
assistant	assistants perform tasks.
assistant	assistants play roles.
assistant	assistants play significant roles.
assistant	assistants provide patients.
assistant	assistants pursue education.
assistant	assistants specialize in services.
assistant	assistants take measurements.
assistant	assistants to join teams.
assistant	assistants to perform duties.
assistant	assistants to perform such duties.
assistant	assistants treat animals.
assistant	assistants use technology.
assistant	assistants work in homes.
assistant	assistants work in nurse homes.
assistant	assistants work in operate rooms.
assistant	assistants work in rooms.
assistant	assistants work on teams.
assistant	assistants work under supervision.
assistant	assistants work with faculty members.
assistant	assistants work with members.
assistant	some assistants use medical instruments.
athlete	an athlete is a contestant
athlete	athlete isa individual.
athlete	athlete isa person.
athlete	athlete isa somebody.
athlete	athlete isa someone.
athlete	athletes add mass.
athlete	athletes also vary in how they manifest stress.
athlete	athletes are a group who have special dietary needs because of their level of physical activity.
athlete	athletes are also at high risk of low iron levels.
athlete	athletes are also better at reducing loss of sodium through the kidneys.
athlete	athletes are at high risk because they have low body fat.
athlete	athletes are athletes.
athlete	athletes are capable of play sports.
athlete	athletes are capable of sprints.
athlete	athletes are contestants.
athlete	athletes are different in every sport.
athlete	athletes are far more likely to strain back muscles as they grow older.
athlete	athletes are located in locker rooms.
athlete	athletes are located in sporting events.
athlete	athletes are located in stadiums.
athlete	athletes are often concerned with the loss of electrolytes from sweat.
athlete	athletes are particularly at risk because the ankle sprain is the most common injury in sports.
athlete	athletes are people.
athlete	athletes are people.
athlete	athletes are role models.
athlete	athletes are the first people that get looked to when it comes to drug testing.
athlete	athletes become heros.
athlete	athletes begin careers.
athlete	athletes begin professional careers.
athlete	athletes can also suffer greatly from anxiety and stress.
athlete	athletes can double the amount of glycogen their muscle can hold.
athlete	athletes can double the amount of glycogen their muscles can hold.
athlete	athletes can learn to think very clearly in physical activity.
athlete	athletes can lift weights and do other things to get themselves in shape.
athlete	athletes come from countries.
athlete	athletes come from eastern countries.
athlete	athletes come from european countries.
athlete	athletes come from other countries.
athlete	athletes come from other eastern european countries.
athlete	athletes come in all shapes, sizes and orientations.
athlete	athletes compete in sports.
athlete	athletes compete in team sports.
athlete	athletes consume calories.
athlete	athletes consume carbohydrate meals.
athlete	athletes consume meals.
athlete	athletes consume proteins.
athlete	athletes display talent.
athlete	athletes do activities.
athlete	athletes do make more money than the average people.
athlete	athletes do regular workouts.
athlete	athletes do workouts.
athlete	athletes drink water.
athlete	athletes eat carbohydrates.
athlete	athletes eat diets.
athlete	athletes eat food.
athlete	athletes eat proteins.
athlete	athletes exercise regularly to increase the blood flowing to their muscles.
athlete	athletes experience workouts.
athlete	athletes feel effects.
athlete	athletes find food.
athlete	athletes find solid food.
athlete	athletes gain mass.
athlete	athletes gain most from the amount of carbohydrates stored in the body.
athlete	athletes gain muscle mass.
athlete	athletes generally have denser bones than the population at large.
athlete	athletes get benefits.
athlete	athletes get enough protein in their normal diet to allow for muscle growth.
athlete	athletes have (part) arms.
athlete	athletes have (part) body substances.
athlete	athletes have (part) cell membranes.
athlete	athletes have (part) cells.
athlete	athletes have (part) corpi.
athlete	athletes have (part) cytoplasm.
athlete	athletes have (part) heads.
athlete	athletes have (part) human bodies.
athlete	athletes have (part) legs.
athlete	athletes have (part) material bodies.
athlete	athletes have (part) necks.
athlete	athletes have (part) nuclei.
athlete	athletes have (part) personality.
athlete	athletes have (part) plasma membranes.
athlete	athletes have (part) sections.
athlete	athletes have (part) vacuoles.
athlete	athletes have a lower lifetime occurrence of breast cancer and cancers of the reproductive system.
athlete	athletes have advantage.
athlete	athletes have breaks.
athlete	athletes have concern.
athlete	athletes have dietary proteins.
athlete	athletes have have great success.
athlete	athletes have have success.
athlete	athletes have limitations.
athlete	athletes have notice.
athlete	athletes have performance advantage.
athlete	athletes have predisposition.
athlete	athletes have proteins.
athlete	athletes have success.
athlete	athletes have the same basic nutritional needs as other healthy people.
athlete	athletes improve iron status.
athlete	athletes improve status.
athlete	athletes include gymnasts.
athlete	athletes include rhythmic gymnasts.
athlete	athletes involve in sports.
athlete	athletes involve in team sports.
athlete	athletes learn about nutrition.
athlete	athletes learn breathe patterns.
athlete	athletes learn patterns.
athlete	athletes lift weights, chemists think about chemical structure and chemical reactions.
athlete	athletes lose a main source of their self-esteem and identity when they face a serious injury.
athlete	athletes lose electrolytes.
athlete	athletes lose large quantities of fluids through sweat.
athlete	athletes lose magnesium through sweat and urine.
athlete	athletes lose potassium in sweat in greater amounts during the summer.
athlete	athletes lose salt.
athlete	athletes make effort.
athlete	athletes may have advantage.
athlete	athletes need calories.
athlete	athletes need extra fuel.
athlete	athletes need fuel.
athlete	athletes need intake.
athlete	athletes need nutrients.
athlete	athletes need proteins.
athlete	athletes obtain advice.
athlete	athletes obtain medical advice.
athlete	athletes participate in activities.
athlete	athletes participate in sports.
athlete	athletes pay attention.
athlete	athletes play sports.
athlete	athletes possess ability.
athlete	athletes possess superior ability.
athlete	athletes rely on fast food.
athlete	athletes rely on food.
athlete	athletes represent a special group of people who are keenly aware of their nutritional requirements.
athlete	athletes risk dehydration because of excessive sweat loss.
athlete	athletes seek advice.
athlete	athletes seek medical advice.
athlete	athletes serve as role models for children and youth.
athlete	athletes share stories.
athlete	athletes show values.
athlete	athletes take clenbuterol to bulk up their muscle mass.
athlete	athletes take creatine supplements to boost body mass and increase muscle strength .
athlete	athletes take ginseng to increase both endurance and strength.
athlete	athletes take growth hormones.
athlete	athletes take hormones.
athlete	athletes take human growth hormones.
athlete	athletes take human hormones.
athlete	athletes take nutrients.
athlete	athletes tend to abuse alcohol.
athlete	athletes tend to have greater bone mass than non-athletes.
athlete	athletes tend to have greater muscle mass and tend to be more dehydrated.
athlete	athletes tend to train in three-week cycles because of their body's natural biorhythms.
athlete	athletes think with their bodies.
athlete	athletes to achieve maximum performance.
athlete	athletes to achieve performance.
athlete	athletes to meet requirements.
athlete	athletes trigger imitative behavior, especially in young people.
athlete	athletes undergo exertion.
athlete	athletes undergo intense exertion.
athlete	athletes undergo intense physical exertion.
athlete	athletes undergo physical exertion.
athlete	athletes understand benefits.
athlete	athletes use drugs for many reasons.
athlete	athletes use food.
athlete	athletes use ginseng to increase strength and endurance.
athlete	athletes use heads.
athlete	athletes use honey as a concentrated source of energy.
athlete	athletes use massage so they can perform better and have less chance of injuries.
athlete	athletes use proteins.
athlete	athletes use steroids because they promote muscle growth and they are used by men and women.
athlete	athletes use steroids to enhance their already impressive muscles.
athlete	athletes use steroids.
athlete	athletes vary in body fat depending on their sport.
athlete	athletes wear uniforms.
athlete	athletes will have opportunity.
athlete	athletes work hard to build their muscles and enhance performance.
athlete	athletes often abuse anabolic steroids.
athlete	athletes often develop eating disorders.
athlete	athletes often experience separation from families and friends.
athlete	athletes often have greater protein requirement than the average individual.
athlete	athletes often have red auras as it's the colour of physical fitness.
athlete	athletes often perceive their bodies as indestructible and invincible.
athlete	athletes often strain muscles while exercising.
athlete	athletes often take bee pollen to help increase their strength, endurance, energy and speed.
athlete	athletes sometimes feel to stay competitive they have to use steroids.
athlete	athletes sometimes get cramps in their muscles during strenuous activity.
athlete	athletes usually require more calories in their diets than nonathletes.
athlete	every athlete exercises self-control in all things.
athlete	every athlete has a different genetic potential for developing muscular size and strength.
athlete	every athlete has a unique body and way of moving.
athlete	every athlete knows that the key to a bigger and stronger body depends on protein intake.
athlete	every athlete recognizes the importance of fluid intake during both training and competition.
athlete	many athletes also engage in non-purging activities such as fasting and excessive exercise.
athlete	many athletes are able to discard their crutches when they wear ankle boots.
athlete	many athletes believe that drugs are essential for optimum performance.
athlete	many athletes believe the myth that speed is a gift they're either born with or without.
athlete	many athletes choose bowling because it is a sport people enjoy for leisure as well as competition.
athlete	many athletes claim to have had competitive success by using visualization.
athlete	many athletes competing in professional sports, and even in the olympics, have asthma.
athlete	many athletes develop diarrhea after running.
athlete	many athletes dissolve creatine in a warm beverage like tea.
athlete	many athletes feel that fat intake is the culprit to unwanted weight gain.
athlete	many athletes go to extremes to avoid fat in their diets.
athlete	many athletes have a unique competitive edge when it comes to sports.
athlete	many athletes live within strict social and dietary guidelines.
athlete	many athletes make their money by endorsements and wanting more money.
athlete	many athletes promote awareness of diseases.
athlete	many athletes strive to be extremely light and lean and are constantly dieting.
athlete	many athletes suffer mild panic attacks when they are about to perform.
athlete	many athletes turn to steroids more often because they're cheaper then marijuana or cocaine.
athlete	many athletes understand that they are role models to thousands of children.
athlete	many athletes use hypnosis in one form or another to heighten their performance.
athlete	many athletes use jump rope training to build agility, stamina and quickness.
athlete	many athletes use protein supplementation with the expectation that it is an ergogenic aid.
athlete	many athletes utilize visioning to improve their performance.
athlete	most athletes are concerned with the effects of aging on their own abilities to perform and compete.
athlete	most athletes compete in sports.
athlete	most athletes compete in team sports.
athlete	most athletes consider themselves immortal.
athlete	most athletes consume calories.
athlete	most athletes drink water.
athlete	most athletes eat carbohydrates.
athlete	most athletes eat diets.
athlete	most athletes eat food.
athlete	most athletes eat proteins.
athlete	most athletes gain muscle mass.
athlete	most athletes get enough protein in their diet.
